,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
52188,52189,2015,12,15,12,4,6.0,7.0,5.0,6.0,-14.0,29.0,1027.0,2.0,NW,140.79,0.0,0.0
52189,52190,2015,12,15,13,4,8.0,4.0,11.0,8.0,-14.0,27.0,1026.0,3.0,NW,149.73,0.0,0.0
52190,52191,2015,12,15,14,4,7.0,5.0,3.0,5.0,-16.0,21.0,1026.0,4.0,NW,160.91,0.0,0.0
52191,52192,2015,12,15,15,4,4.0,5.0,4.0,4.0,-17.0,19.0,1026.0,4.0,NW,172.09,0.0,0.0
52192,52193,2015,12,15,16,4,6.0,5.0,9.0,5.0,-17.0,22.0,1026.0,2.0,NW,181.92,0.0,0.0
52193,52194,2015,12,15,17,4,7.0,7.0,3.0,7.0,-17.0,22.0,1027.0,2.0,NW,193.1,0.0,0.0
52194,52195,2015,12,15,18,4,8.0,12.0,8.0,9.0,-16.0,26.0,1028.0,1.0,NW,202.04,0.0,0.0
52195,52196,2015,12,15,19,4,9.0,8.0,5.0,7.0,-16.0,28.0,1029.0,0.0,NW,207.85,0.0,0.0
52196,52197,2015,12,15,20,4,7.0,9.0,5.0,6.0,-15.0,33.0,1029.0,-1.0,NW,215.9,0.0,0.0
52197,52198,2015,12,15,21,4,6.0,10.0,3.0,7.0,-15.0,33.0,1029.0,-1.0,NW,224.84,0.0,0.0
52198,52199,2015,12,15,22,4,4.0,7.0,8.0,6.0,-15.0,33.0,1029.0,-1.0,NW,234.67,0.0,0.0
52199,52200,2015,12,15,23,4,6.0,6.0,4.0,4.0,-15.0,36.0,1029.0,-2.0,NW,245.85,0.0,0.0
52200,52201,2015,12,16,0,4,7.0,9.0,6.0,7.0,-15.0,36.0,1029.0,-2.0,NW,254.79,0.0,0.0
52201,52202,2015,12,16,1,4,7.0,7.0,7.0,8.0,-15.0,36.0,1029.0,-2.0,NW,265.97,0.0,0.0
52202,52203,2015,12,16,2,4,5.0,7.0,7.0,6.0,-15.0,36.0,1029.0,-2.0,NW,274.91,0.0,0.0
52203,52204,2015,12,16,3,4,5.0,6.0,7.0,4.0,-15.0,36.0,1029.0,-2.0,NW,282.96,0.0,0.0
52204,52205,2015,12,16,4,4,3.0,4.0,4.0,5.0,-15.0,36.0,1029.0,-2.0,NW,291.01,0.0,0.0
52205,52206,2015,12,16,5,4,8.0,6.0,7.0,4.0,-16.0,33.0,1030.0,-2.0,NW,299.06,0.0,0.0
52206,52207,2015,12,16,6,4,6.0,8.0,8.0,3.0,-16.0,33.0,1030.0,-2.0,NW,311.13,0.0,0.0
52207,52208,2015,12,16,7,4,5.0,6.0,7.0,7.0,-16.0,33.0,1030.0,-2.0,NW,320.96,0.0,0.0
52208,52209,2015,12,16,8,4,4.0,8.0,3.0,11.0,-16.0,33.0,1031.0,-2.0,NW,330.79,0.0,0.0
52209,52210,2015,12,16,9,4,5.0,NA,7.0,10.0,-16.0,33.0,1031.0,-2.0,NW,340.62,0.0,0.0
52210,52211,2015,12,16,10,4,6.0,7.0,10.0,6.0,-15.0,31.0,1031.0,0.0,NW,350.45,0.0,0.0
52211,52212,2015,12,16,11,4,5.0,6.0,13.0,9.0,-17.0,24.0,1031.0,1.0,NW,361.63,0.0,0.0
52212,52213,2015,12,16,12,4,13.0,NA,7.0,9.0,-17.0,22.0,1031.0,2.0,NW,371.46,0.0,0.0
52213,52214,2015,12,16,13,4,7.0,10.0,12.0,7.0,-17.0,22.0,1030.0,2.0,NW,382.64,0.0,0.0
52214,52215,2015,12,16,14,4,3.0,5.0,6.0,6.0,-17.0,22.0,1030.0,2.0,NW,392.47,0.0,0.0
52215,52216,2015,12,16,15,4,4.0,6.0,5.0,4.0,-17.0,22.0,1030.0,2.0,NW,403.65,0.0,0.0
52216,52217,2015,12,16,16,4,3.0,8.0,8.0,3.0,-18.0,22.0,1031.0,1.0,NW,412.59,0.0,0.0
52217,52218,2015,12,16,17,4,6.0,3.0,3.0,8.0,-16.0,28.0,1032.0,0.0,NW,422.42,0.0,0.0
52218,52219,2015,12,16,18,4,14.0,7.0,8.0,8.0,-15.0,33.0,1033.0,-1.0,NW,431.36,0.0,0.0
52219,52220,2015,12,16,19,4,8.0,10.0,8.0,9.0,-16.0,33.0,1034.0,-2.0,NW,440.3,0.0,0.0
52220,52221,2015,12,16,20,4,9.0,7.0,4.0,10.0,-16.0,33.0,1035.0,-2.0,NW,447.45,0.0,0.0
52221,52222,2015,12,16,21,4,5.0,11.0,8.0,10.0,-16.0,33.0,1035.0,-2.0,NW,455.5,0.0,0.0
52222,52223,2015,12,16,22,4,10.0,12.0,12.0,15.0,-16.0,35.0,1035.0,-3.0,NW,460.42,0.0,0.0
52223,52224,2015,12,16,23,4,9.0,12.0,17.0,NA,-15.0,39.0,1034.0,-3.0,NW,465.34,0.0,0.0
52224,52225,2015,12,17,0,4,8.0,20.0,11.0,15.0,-15.0,42.0,1034.0,-4.0,NE,3.13,0.0,0.0
52225,52226,2015,12,17,1,4,13.0,25.0,18.0,NA,-14.0,53.0,1034.0,-6.0,NW,4.02,0.0,0.0
52226,52227,2015,12,17,2,4,12.0,22.0,21.0,13.0,-15.0,48.0,1034.0,-6.0,NE,1.79,0.0,0.0
52227,52228,2015,12,17,3,4,10.0,16.0,14.0,12.0,-15.0,52.0,1034.0,-7.0,cv,0.89,0.0,0.0
52228,52229,2015,12,17,4,4,10.0,20.0,13.0,16.0,-15.0,48.0,1034.0,-6.0,NE,3.13,0.0,0.0
52229,52230,2015,12,17,5,4,11.0,21.0,9.0,11.0,-15.0,48.0,1033.0,-6.0,NE,7.15,0.0,0.0
52230,52231,2015,12,17,6,4,23.0,18.0,10.0,NA,-15.0,52.0,1034.0,-7.0,cv,0.89,0.0,0.0
52231,52232,2015,12,17,7,4,36.0,25.0,10.0,24.0,-14.0,53.0,1034.0,-6.0,cv,1.78,0.0,0.0
52232,52233,2015,12,17,8,4,17.0,64.0,19.0,24.0,-14.0,53.0,1034.0,-6.0,NW,1.79,0.0,0.0
52233,52234,2015,12,17,9,4,33.0,39.0,20.0,32.0,-13.0,49.0,1034.0,-4.0,cv,0.89,0.0,0.0
52234,52235,2015,12,17,10,4,42.0,36.0,41.0,NA,-13.0,39.0,1034.0,-1.0,NW,1.79,0.0,0.0
52235,52236,2015,12,17,11,4,48.0,NA,39.0,49.0,-13.0,36.0,1034.0,0.0,NW,3.58,0.0,0.0
52236,52237,2015,12,17,12,4,61.0,52.0,58.0,56.0,-14.0,29.0,1033.0,2.0,NW,5.37,0.0,0.0
52237,52238,2015,12,17,13,4,71.0,NA,64.0,61.0,-15.0,25.0,1032.0,3.0,cv,1.79,0.0,0.0
52238,52239,2015,12,17,14,4,62.0,NA,62.0,70.0,-15.0,23.0,1031.0,4.0,SE,3.13,0.0,0.0
52239,52240,2015,12,17,15,4,65.0,NA,55.0,61.0,-15.0,23.0,1030.0,4.0,SE,7.15,0.0,0.0
52240,52241,2015,12,17,16,4,81.0,NA,74.0,73.0,-15.0,25.0,1030.0,3.0,SE,10.28,0.0,0.0
52241,52242,2015,12,17,17,4,101.0,NA,89.0,90.0,-15.0,27.0,1030.0,2.0,SE,12.07,0.0,0.0
52242,52243,2015,12,17,18,4,113.0,NA,103.0,104.0,-14.0,31.0,1030.0,1.0,SE,15.2,0.0,0.0
52243,52244,2015,12,17,19,4,117.0,NA,118.0,118.0,-14.0,29.0,1030.0,2.0,SE,16.99,0.0,0.0
52244,52245,2015,12,17,20,4,131.0,NA,121.0,126.0,-13.0,34.0,1031.0,1.0,SE,18.78,0.0,0.0
52245,52246,2015,12,17,21,4,135.0,NA,122.0,128.0,-13.0,34.0,1031.0,1.0,NW,1.79,0.0,0.0
52246,52247,2015,12,17,22,4,130.0,NA,122.0,139.0,-10.0,58.0,1031.0,-3.0,cv,0.89,0.0,0.0
52247,52248,2015,12,17,23,4,134.0,NA,120.0,145.0,-11.0,62.0,1030.0,-5.0,NE,0.89,0.0,0.0
52248,52249,2015,12,18,0,4,134.0,NA,123.0,152.0,-10.0,73.0,1030.0,-6.0,cv,0.89,0.0,0.0
52249,52250,2015,12,18,1,4,142.0,NA,165.0,169.0,-10.0,73.0,1030.0,-6.0,NW,1.79,NA,NA
52250,52251,2015,12,18,2,4,146.0,NA,183.0,194.0,-11.0,73.0,1030.0,-7.0,NW,3.58,NA,NA
52251,52252,2015,12,18,3,4,121.0,NA,205.0,191.0,-11.0,73.0,1031.0,-7.0,NW,5.37,NA,NA
52252,52253,2015,12,18,4,4,100.0,NA,179.0,113.0,-11.0,62.0,1031.0,-5.0,NW,7.16,NA,NA
52253,52254,2015,12,18,5,4,68.0,NA,70.0,65.0,-11.0,73.0,1031.0,-7.0,NW,10.29,NA,NA
52254,52255,2015,12,18,6,4,61.0,NA,45.0,59.0,-11.0,67.0,1031.0,-6.0,cv,0.89,NA,NA
52255,52256,2015,12,18,7,4,49.0,NA,54.0,53.0,-11.0,78.0,1032.0,-8.0,NW,1.79,NA,NA
52256,52257,2015,12,18,8,4,43.0,NA,54.0,56.0,-10.0,67.0,1033.0,-5.0,NE,4.02,NA,NA
52257,52258,2015,12,18,9,4,37.0,NA,32.0,35.0,-9.0,54.0,1034.0,-1.0,NW,4.02,NA,NA
52258,52259,2015,12,18,10,4,43.0,NA,37.0,42.0,-11.0,34.0,1035.0,3.0,NE,4.02,NA,NA
52259,52260,2015,12,18,11,4,35.0,NA,29.0,32.0,-11.0,32.0,1035.0,4.0,NE,8.04,NA,NA
52260,52261,2015,12,18,12,4,26.0,NA,31.0,28.0,-10.0,30.0,1034.0,6.0,NE,12.06,NA,NA
52261,52262,2015,12,18,13,4,26.0,NA,27.0,28.0,-10.0,30.0,1034.0,6.0,NE,15.19,NA,NA
52262,52263,2015,12,18,14,4,28.0,NA,25.0,24.0,-11.0,26.0,1033.0,7.0,NE,18.32,NA,NA
52263,52264,2015,12,18,15,4,22.0,NA,22.0,20.0,-10.0,28.0,1033.0,7.0,NE,21.45,NA,NA
52264,52265,2015,12,18,16,4,21.0,NA,14.0,22.0,-11.0,28.0,1034.0,6.0,cv,0.89,NA,NA
52265,52266,2015,12,18,17,4,20.0,NA,23.0,31.0,-11.0,32.0,1035.0,4.0,SE,0.89,NA,NA
52266,52267,2015,12,18,18,4,23.0,NA,31.0,54.0,-10.0,43.0,1035.0,1.0,cv,0.45,NA,NA
52267,52268,2015,12,18,19,4,51.0,NA,48.0,64.0,-10.0,40.0,1036.0,2.0,SE,1.79,NA,NA
52268,52269,2015,12,18,20,4,67.0,NA,68.0,81.0,-8.0,63.0,1036.0,-2.0,SE,2.68,NA,NA
52269,52270,2015,12,18,21,4,72.0,NA,71.0,89.0,-8.0,68.0,1037.0,-3.0,cv,0.89,NA,NA
52270,52271,2015,12,18,22,4,93.0,NA,84.0,84.0,-8.0,63.0,1037.0,-2.0,cv,1.34,NA,NA
52271,52272,2015,12,18,23,4,99.0,NA,84.0,97.0,-7.0,73.0,1037.0,-3.0,cv,2.23,NA,NA
52272,52273,2015,12,19,0,4,97.0,NA,84.0,119.0,-9.0,58.0,1037.0,-2.0,SE,1.79,NA,NA
52273,52274,2015,12,19,1,4,106.0,NA,96.0,129.0,-8.0,68.0,1037.0,-3.0,cv,0.89,NA,NA
52274,52275,2015,12,19,2,4,113.0,NA,110.0,164.0,-8.0,79.0,1037.0,-5.0,NE,0.89,NA,NA
52275,52276,2015,12,19,3,4,133.0,NA,147.0,237.0,-6.0,85.0,1038.0,-4.0,NE,1.78,NA,NA
52276,52277,2015,12,19,4,4,210.0,NA,154.0,261.0,-8.0,85.0,1037.0,-6.0,NW,0.89,NA,NA
52277,52278,2015,12,19,5,4,232.0,NA,214.0,236.0,-8.0,85.0,1037.0,-6.0,NW,1.78,NA,NA
52278,52279,2015,12,19,6,4,217.0,NA,187.0,208.0,-8.0,92.0,1037.0,-7.0,NW,2.67,NA,NA
52279,52280,2015,12,19,7,4,165.0,NA,165.0,NA,-7.0,92.0,1037.0,-6.0,NW,3.56,NA,NA
52280,52281,2015,12,19,8,4,127.0,NA,142.0,NA,-7.0,92.0,1037.0,-6.0,NE,0.89,NA,NA
52281,52282,2015,12,19,9,4,94.0,NA,137.0,112.0,-6.0,85.0,1038.0,-4.0,NW,1.79,NA,NA
52282,52283,2015,12,19,10,4,86.0,NA,113.0,106.0,-6.0,68.0,1038.0,-1.0,cv,0.89,NA,NA
52283,52284,2015,12,19,11,4,100.0,NA,115.0,108.0,-6.0,63.0,1037.0,0.0,cv,1.78,NA,NA
52284,52285,2015,12,19,12,4,110.0,NA,117.0,113.0,-5.0,59.0,1036.0,2.0,cv,2.67,NA,NA
52285,52286,2015,12,19,13,4,125.0,NA,131.0,139.0,-6.0,51.0,1034.0,3.0,cv,3.56,NA,NA
52286,52287,2015,12,19,14,4,162.0,NA,159.0,NA,-5.0,55.0,1034.0,3.0,cv,4.45,NA,NA
52287,52288,2015,12,19,15,4,156.0,NA,176.0,NA,-5.0,55.0,1033.0,3.0,cv,5.34,NA,NA
52288,52289,2015,12,19,16,4,152.0,NA,178.0,NA,-4.0,64.0,1033.0,2.0,SE,0.89,NA,NA
52289,52290,2015,12,19,17,4,132.0,NA,180.0,NA,-5.0,69.0,1033.0,0.0,SE,1.78,NA,NA
52290,52291,2015,12,19,18,4,109.0,NA,176.0,NA,-5.0,79.0,1033.0,-2.0,NE,0.89,NA,NA
52291,52292,2015,12,19,19,4,104.0,NA,110.0,NA,-3.0,86.0,1033.0,-1.0,cv,0.89,NA,NA
52292,52293,2015,12,19,20,4,124.0,NA,110.0,NA,-4.0,80.0,1032.0,-1.0,NE,0.89,NA,NA
52293,52294,2015,12,19,21,4,158.0,NA,188.0,193.0,-4.0,86.0,1032.0,-2.0,NE,1.78,NA,NA
52294,52295,2015,12,19,22,4,165.0,NA,220.0,NA,-4.0,86.0,1032.0,-2.0,SE,0.89,NA,NA
52295,52296,2015,12,19,23,4,189.0,NA,229.0,236.0,-4.0,92.0,1032.0,-3.0,NW,0.89,NA,NA
52296,52297,2015,12,20,0,4,204.0,NA,259.0,256.0,-4.0,92.0,1031.0,-3.0,SE,0.89,NA,NA
52297,52298,2015,12,20,1,4,213.0,NA,269.0,231.0,-4.0,92.0,1030.0,-3.0,cv,0.89,NA,NA
52298,52299,2015,12,20,2,4,211.0,NA,235.0,220.0,-5.0,92.0,1030.0,-4.0,NW,1.79,NA,NA
52299,52300,2015,12,20,3,4,208.0,NA,236.0,212.0,-5.0,86.0,1029.0,-3.0,NE,0.89,NA,NA
52300,52301,2015,12,20,4,4,175.0,NA,225.0,177.0,-5.0,86.0,1028.0,-3.0,NW,0.89,NA,NA
52301,52302,2015,12,20,5,4,163.0,NA,221.0,185.0,-5.0,92.0,1028.0,-4.0,NE,0.89,NA,NA
52302,52303,2015,12,20,6,4,162.0,NA,213.0,174.0,-6.0,85.0,1028.0,-4.0,NW,1.79,NA,NA
52303,52304,2015,12,20,7,4,162.0,NA,186.0,177.0,-6.0,92.0,1028.0,-5.0,cv,0.89,NA,NA
52304,52305,2015,12,20,8,4,164.0,NA,182.0,155.0,-4.0,92.0,1027.0,-3.0,NE,0.89,NA,NA
52305,52306,2015,12,20,9,4,150.0,NA,160.0,150.0,-4.0,92.0,1028.0,-3.0,SE,0.89,NA,NA
52306,52307,2015,12,20,10,4,168.0,NA,157.0,161.0,-3.0,86.0,1027.0,-1.0,cv,0.89,NA,NA
52307,52308,2015,12,20,11,4,174.0,NA,174.0,182.0,-3.0,74.0,1027.0,1.0,NE,1.79,NA,NA
52308,52309,2015,12,20,12,4,183.0,NA,191.0,199.0,-3.0,69.0,1026.0,2.0,cv,0.89,NA,NA
52309,52310,2015,12,20,13,4,195.0,NA,199.0,204.0,-3.0,69.0,1025.0,2.0,cv,1.78,NA,NA
52310,52311,2015,12,20,14,4,210.0,NA,198.0,198.0,-3.0,69.0,1024.0,2.0,cv,2.67,NA,NA
52311,52312,2015,12,20,15,4,215.0,NA,202.0,206.0,-3.0,69.0,1024.0,2.0,cv,3.56,NA,NA
52312,52313,2015,12,20,16,4,216.0,NA,225.0,227.0,-3.0,74.0,1024.0,1.0,SE,0.89,NA,NA
52313,52314,2015,12,20,17,4,232.0,NA,225.0,230.0,-3.0,80.0,1024.0,0.0,SE,1.78,NA,NA
52314,52315,2015,12,20,18,4,275.0,NA,242.0,242.0,-3.0,92.0,1024.0,-2.0,cv,0.89,NA,NA
52315,52316,2015,12,20,19,4,348.0,NA,294.0,335.0,-5.0,86.0,1025.0,-3.0,SE,0.89,NA,NA
52316,52317,2015,12,20,20,4,380.0,NA,345.0,373.0,-4.0,92.0,1025.0,-3.0,cv,0.89,NA,NA
52317,52318,2015,12,20,21,4,339.0,NA,361.0,384.0,-4.0,100.0,1025.0,-4.0,cv,1.78,NA,NA
52318,52319,2015,12,20,22,4,327.0,NA,369.0,428.0,-5.0,100.0,1025.0,-5.0,cv,2.67,NA,NA
52319,52320,2015,12,20,23,4,308.0,NA,418.0,411.0,-5.0,100.0,1025.0,-5.0,cv,3.56,NA,NA
52320,52321,2015,12,21,0,4,307.0,NA,410.0,379.0,-6.0,92.0,1026.0,-5.0,NE,0.89,NA,NA
52321,52322,2015,12,21,1,4,302.0,NA,376.0,319.0,-7.0,92.0,1026.0,-6.0,NW,1.79,NA,NA
52322,52323,2015,12,21,2,4,243.0,NA,298.0,273.0,-6.0,92.0,1026.0,-5.0,NW,4.92,NA,NA
52323,52324,2015,12,21,3,4,195.0,NA,258.0,200.0,-7.0,92.0,1026.0,-6.0,NW,6.71,NA,NA
52324,52325,2015,12,21,4,4,167.0,NA,193.0,192.0,-6.0,100.0,1026.0,-6.0,NW,8.5,NA,NA
52325,52326,2015,12,21,5,4,169.0,NA,176.0,191.0,-7.0,92.0,1026.0,-6.0,NW,10.29,NA,NA
52326,52327,2015,12,21,6,4,197.0,NA,171.0,203.0,-7.0,92.0,1026.0,-6.0,NW,13.42,NA,NA
52327,52328,2015,12,21,7,4,221.0,NA,188.0,174.0,-7.0,92.0,1026.0,-6.0,NW,15.21,NA,NA
52328,52329,2015,12,21,8,4,169.0,NA,163.0,161.0,-7.0,92.0,1028.0,-6.0,NW,17.0,NA,NA
52329,52330,2015,12,21,9,4,161.0,178.0,158.0,163.0,-5.0,92.0,1028.0,-4.0,cv,0.89,NA,NA
52330,52331,2015,12,21,10,4,173.0,192.0,NA,172.0,-4.0,80.0,1029.0,-1.0,NW,3.13,NA,NA
52331,52332,2015,12,21,11,4,185.0,194.0,NA,178.0,-4.0,69.0,1029.0,1.0,NW,6.26,NA,NA
52332,52333,2015,12,21,12,4,238.0,NA,205.0,194.0,-5.0,59.0,1028.0,2.0,cv,0.89,NA,NA
52333,52334,2015,12,21,13,4,203.0,NA,198.0,185.0,-5.0,51.0,1027.0,4.0,NE,1.79,NA,NA
52334,52335,2015,12,21,14,4,184.0,201.0,194.0,179.0,-6.0,41.0,1026.0,6.0,NW,1.79,NA,NA
52335,52336,2015,12,21,15,4,181.0,NA,167.0,156.0,-5.0,45.0,1026.0,6.0,NW,4.92,NA,NA
52336,52337,2015,12,21,16,4,178.0,151.0,144.0,143.0,-5.0,51.0,1026.0,4.0,cv,0.89,NA,NA
52337,52338,2015,12,21,17,4,192.0,NA,143.0,154.0,-5.0,51.0,1026.0,4.0,NW,1.79,NA,NA
52338,52339,2015,12,21,18,4,287.0,NA,209.0,211.0,-5.0,55.0,1027.0,3.0,NW,3.58,NA,NA
52339,52340,2015,12,21,19,4,393.0,NA,377.0,372.0,-4.0,74.0,1028.0,0.0,SE,1.79,NA,NA
52340,52341,2015,12,21,20,4,394.0,NA,378.0,385.0,-5.0,86.0,1029.0,-3.0,cv,0.89,NA,NA
52341,52342,2015,12,21,21,4,379.0,NA,381.0,384.0,-6.0,85.0,1029.0,-4.0,SE,1.79,NA,NA
52342,52343,2015,12,21,22,4,379.0,NA,394.0,412.0,-4.0,92.0,1029.0,-3.0,SE,2.68,NA,NA
52343,52344,2015,12,21,23,4,370.0,NA,417.0,407.0,-5.0,86.0,1029.0,-3.0,cv,0.89,0.0,0.0
52344,52345,2015,12,22,0,4,369.0,NA,419.0,383.0,-6.0,85.0,1029.0,-4.0,NW,1.79,0.0,0.0
52345,52346,2015,12,22,1,4,348.0,NA,382.0,360.0,-5.0,86.0,1029.0,-3.0,NW,3.58,0.0,0.0
52346,52347,2015,12,22,2,4,294.0,NA,336.0,303.0,-6.0,92.0,1029.0,-5.0,NW,5.37,0.0,0.0
52347,52348,2015,12,22,3,4,178.0,NA,296.0,186.0,-6.0,85.0,1029.0,-4.0,NW,7.16,0.0,0.0
52348,52349,2015,12,22,4,4,146.0,NA,215.0,209.0,-6.0,85.0,1029.0,-4.0,NW,8.05,0.0,0.0
52349,52350,2015,12,22,5,4,163.0,NA,210.0,212.0,-7.0,85.0,1028.0,-5.0,NW,9.84,0.0,0.0
52350,52351,2015,12,22,6,4,230.0,NA,267.0,281.0,-7.0,92.0,1028.0,-6.0,NW,11.63,0.0,0.0
52351,52352,2015,12,22,7,4,224.0,225.0,222.0,208.0,-7.0,92.0,1029.0,-6.0,cv,0.45,0.0,0.0
52352,52353,2015,12,22,8,4,149.0,176.0,151.0,158.0,-7.0,92.0,1029.0,-6.0,cv,1.34,0.0,0.0
52353,52354,2015,12,22,9,4,163.0,186.0,152.0,165.0,-7.0,92.0,1030.0,-6.0,NE,0.89,0.0,0.0
52354,52355,2015,12,22,10,4,265.0,209.0,182.0,214.0,-4.0,92.0,1030.0,-3.0,NW,0.89,0.0,0.0
52355,52356,2015,12,22,11,4,334.0,267.0,272.0,312.0,-3.0,86.0,1030.0,-1.0,cv,0.89,0.0,0.0
52356,52357,2015,12,22,12,4,387.0,344.0,342.0,378.0,-3.0,80.0,1029.0,0.0,cv,1.78,0.0,0.0
52357,52358,2015,12,22,13,4,415.0,394.0,377.0,407.0,-4.0,69.0,1028.0,1.0,cv,2.67,0.0,0.0
52358,52359,2015,12,22,14,4,429.0,473.0,434.0,463.0,-4.0,69.0,1027.0,1.0,cv,3.56,0.0,0.0
52359,52360,2015,12,22,15,4,489.0,520.0,502.0,508.0,-4.0,74.0,1026.0,0.0,cv,4.45,0.0,0.0
52360,52361,2015,12,22,16,4,507.0,461.0,450.0,480.0,-3.0,92.0,1026.0,-2.0,SE,3.13,0.0,0.0
52361,52362,2015,12,22,17,4,477.0,423.0,426.0,447.0,-3.0,100.0,1026.0,-3.0,cv,0.89,0.0,0.0
52362,52363,2015,12,22,18,4,466.0,413.0,413.0,424.0,-2.0,100.0,1026.0,-2.0,cv,1.78,0.0,0.0
52363,52364,2015,12,22,19,4,427.0,403.0,391.0,416.0,-2.0,100.0,1026.0,-2.0,cv,2.67,0.0,0.0
52364,52365,2015,12,22,20,4,403.0,398.0,386.0,426.0,-2.0,92.0,1027.0,-1.0,cv,3.56,0.0,0.0
52365,52366,2015,12,22,21,4,386.0,386.0,366.0,391.0,-2.0,100.0,1027.0,-2.0,cv,4.45,0.0,0.0
52366,52367,2015,12,22,22,4,357.0,360.0,355.0,387.0,-3.0,100.0,1027.0,-3.0,SE,1.79,0.0,0.0
52367,52368,2015,12,22,23,4,354.0,333.0,318.0,369.0,-3.0,100.0,1027.0,-3.0,cv,0.89,0.0,0.0
52368,52369,2015,12,23,0,4,386.0,326.0,287.0,360.0,-3.0,92.0,1027.0,-2.0,cv,1.34,0.0,0.0
52369,52370,2015,12,23,1,4,383.0,334.0,298.0,361.0,-3.0,100.0,1027.0,-3.0,cv,2.23,0.0,0.0
52370,52371,2015,12,23,2,4,384.0,356.0,320.0,416.0,-4.0,92.0,1027.0,-3.0,cv,3.12,0.0,0.0
52371,52372,2015,12,23,3,4,395.0,373.0,351.0,432.0,-4.0,100.0,1027.0,-4.0,NW,1.79,0.0,0.0
52372,52373,2015,12,23,4,4,396.0,367.0,346.0,404.0,-4.0,100.0,1027.0,-4.0,NW,3.58,0.0,0.0
52373,52374,2015,12,23,5,4,379.0,341.0,334.0,379.0,-5.0,92.0,1026.0,-4.0,NW,5.37,NA,NA
52374,52375,2015,12,23,6,4,352.0,312.0,322.0,319.0,-6.0,100.0,1026.0,-6.0,NW,7.16,0.0,0.0
52375,52376,2015,12,23,7,4,306.0,321.0,289.0,320.0,-6.0,100.0,1026.0,-6.0,NW,8.95,0.0,0.0
52376,52377,2015,12,23,8,4,285.0,305.0,257.0,316.0,-8.0,92.0,1027.0,-7.0,NW,10.74,0.0,0.0
52377,52378,2015,12,23,9,4,300.0,310.0,272.0,321.0,-5.0,92.0,1027.0,-4.0,NW,13.87,0.0,0.0
52378,52379,2015,12,23,10,4,280.0,285.0,272.0,288.0,-3.0,86.0,1028.0,-1.0,NW,17.89,0.0,0.0
52379,52380,2015,12,23,11,4,197.0,263.0,238.0,213.0,-3.0,69.0,1028.0,2.0,NW,19.68,0.0,0.0
52380,52381,2015,12,23,12,4,166.0,204.0,206.0,178.0,-5.0,45.0,1027.0,6.0,NW,22.81,0.0,0.0
52381,52382,2015,12,23,13,4,113.0,107.0,117.0,98.0,-7.0,38.0,1026.0,6.0,NE,3.13,0.0,0.0
52382,52383,2015,12,23,14,4,98.0,90.0,88.0,91.0,-8.0,33.0,1025.0,7.0,NW,1.79,0.0,0.0
52383,52384,2015,12,23,15,4,89.0,97.0,83.0,89.0,-8.0,33.0,1025.0,7.0,NE,1.79,0.0,0.0
52384,52385,2015,12,23,16,4,90.0,121.0,98.0,107.0,-9.0,35.0,1025.0,5.0,NE,3.58,0.0,0.0
52385,52386,2015,12,23,17,4,150.0,132.0,114.0,125.0,-9.0,43.0,1025.0,2.0,cv,0.89,0.0,0.0
52386,52387,2015,12,23,18,4,372.0,150.0,227.0,184.0,-8.0,54.0,1026.0,0.0,cv,1.78,0.0,0.0
52387,52388,2015,12,23,19,4,390.0,NA,352.0,271.0,-8.0,54.0,1026.0,0.0,cv,2.67,0.0,0.0
52388,52389,2015,12,23,20,4,381.0,283.0,355.0,309.0,-6.0,68.0,1026.0,-1.0,cv,3.56,0.0,0.0
52389,52390,2015,12,23,21,4,339.0,329.0,327.0,291.0,-6.0,68.0,1027.0,-1.0,cv,4.45,0.0,0.0
52390,52391,2015,12,23,22,4,258.0,329.0,283.0,135.0,-7.0,55.0,1027.0,1.0,NW,1.79,0.0,0.0
52391,52392,2015,12,23,23,4,112.0,181.0,167.0,102.0,-8.0,50.0,1028.0,1.0,NW,4.92,0.0,0.0
52392,52393,2015,12,24,0,4,71.0,91.0,94.0,75.0,-6.0,63.0,1028.0,0.0,NW,8.05,0.0,0.0
52393,52394,2015,12,24,1,4,58.0,78.0,75.0,59.0,-9.0,43.0,1027.0,2.0,cv,0.89,0.0,0.0
52394,52395,2015,12,24,2,4,55.0,64.0,58.0,57.0,-10.0,40.0,1027.0,2.0,NE,4.02,0.0,0.0
52395,52396,2015,12,24,3,4,50.0,48.0,43.0,45.0,-10.0,43.0,1027.0,1.0,NE,8.04,0.0,0.0
52396,52397,2015,12,24,4,4,38.0,42.0,40.0,33.0,-8.0,58.0,1026.0,-1.0,NW,4.02,0.0,0.0
52397,52398,2015,12,24,5,4,35.0,48.0,30.0,39.0,-9.0,63.0,1026.0,-3.0,NW,7.15,0.0,0.0
52398,52399,2015,12,24,6,4,29.0,54.0,40.0,38.0,-9.0,58.0,1027.0,-2.0,cv,0.89,0.0,0.0
52399,52400,2015,12,24,7,4,26.0,53.0,33.0,41.0,-10.0,62.0,1027.0,-4.0,cv,1.78,0.0,0.0
52400,52401,2015,12,24,8,4,39.0,52.0,41.0,49.0,-10.0,62.0,1028.0,-4.0,cv,2.67,0.0,0.0
